	station_id	stationname	date	daytype	rides	newDates	season	school
29706	40350	UIC-Halsted	05/23/2018	W	3428	2018-05-23	Spring	On Break
30085	40350	UIC-Halsted	05/24/2018	W	3557	2018-05-24	Spring	On Break
26439	40350	UIC-Halsted	05/25/2018	W	3226	2018-05-25	Spring	On Break
28710	40350	UIC-Halsted	05/26/2018	A	1570	2018-05-26	Spring	On Break
22393	40350	UIC-Halsted	05/27/2018	U	1200	2018-05-27	Spring	On Break
28480	40350	UIC-Halsted	05/28/2018	U	1048	2018-05-28	Spring	On Break
21154	40350	UIC-Halsted	05/29/2018	W	3224	2018-05-29	Spring	On Break
27375	40350	UIC-Halsted	05/30/2018	W	3237	2018-05-30	Spring	On Break
22174	40350	UIC-Halsted	05/31/2018	W	3466	2018-05-31	Spring	On Break
25046	40350	UIC-Halsted	06/01/2018	W	3299	2018-06-01	Summer	On Break
21268	40350	UIC-Halsted	06/02/2018	A	1499	2018-06-02	Summer	On Break
21562	40350	UIC-Halsted	06/03/2018	U	1177	2018-06-03	Summer	On Break
18078	40350	UIC-Halsted	06/04/2018	W	3195	2018-06-04	Summer	On Break
28792	40350	UIC-Halsted	06/05/2018	W	3410	2018-06-05	Summer	On Break
23292	40350	UIC-Halsted	06/06/2018	W	3409	2018-06-06	Summer	On Break
24437	40350	UIC-Halsted	06/07/2018	W	3484	2018-06-07	Summer	On Break
18828	40350	UIC-Halsted	06/08/2018	W	3605	2018-06-08	Summer	On Break
20224	40350	UIC-Halsted	06/09/2018	A	1837	2018-06-09	Summer	On Break
26932	40350	UIC-Halsted	06/10/2018	U	1138	2018-06-10	Summer	On Break
19183	40350	UIC-Halsted	06/11/2018	W	3310	2018-06-11	Summer	On Break
20594	40350	UIC-Halsted	06/12/2018	W	3688	2018-06-12	Summer	On Break
29484	40350	UIC-Halsted	06/13/2018	W	3612	2018-06-13	Summer	On Break
22579	40350	UIC-Halsted	06/14/2018	W	3670	2018-06-14	Summer	On Break
20007	40350	UIC-Halsted	06/15/2018	W	3401	2018-06-15	Summer	On Break
26415	40350	UIC-Halsted	06/16/2018	A	1666	2018-06-16	Summer	On Break
28750	40350	UIC-Halsted	06/17/2018	U	1271	2018-06-17	Summer	On Break
25702	40350	UIC-Halsted	06/18/2018	W	3424	2018-06-18	Summer	On Break
21678	40350	UIC-Halsted	06/19/2018	W	3849	2018-06-19	Summer	On Break
19147	40350	UIC-Halsted	06/20/2018	W	3986	2018-06-20	Summer	On Break
18377	40350	UIC-Halsted	06/21/2018	W	3480	2018-06-21	Summer	On Break
20107	40350	UIC-Halsted	06/22/2018	W	3429	2018-06-22	Summer	On Break
28897	40350	UIC-Halsted	06/23/2018	A	1557	2018-06-23	Summer	On Break
23199	40350	UIC-Halsted	06/24/2018	U	1414	2018-06-24	Summer	On Break
26702	40350	UIC-Halsted	06/25/2018	W	3638	2018-06-25	Summer	On Break
25351	40350	UIC-Halsted	06/26/2018	W	3805	2018-06-26	Summer	On Break
18647	40350	UIC-Halsted	06/27/2018	W	3990	2018-06-27	Summer	On Break
26813	40350	UIC-Halsted	06/28/2018	W	3938	2018-06-28	Summer	On Break
25131	40350	UIC-Halsted	06/29/2018	W	3668	2018-06-29	Summer	On Break
23760	40350	UIC-Halsted	06/30/2018	A	1555	2018-06-30	Summer	On Break
31653	40350	UIC-Halsted	07/01/2018	U	1074	2018-07-01	Summer	On Break
31654	40350	UIC-Halsted	07/02/2018	W	3457	2018-07-02	Summer	On Break
31655	40350	UIC-Halsted	07/03/2018	W	3533	2018-07-03	Summer	On Break
31656	40350	UIC-Halsted	07/04/2018	U	1114	2018-07-04	Summer	On Break
31657	40350	UIC-Halsted	07/05/2018	W	3008	2018-07-05	Summer	On Break
31658	40350	UIC-Halsted	07/06/2018	W	3140	2018-07-06	Summer	On Break
31659	40350	UIC-Halsted	07/07/2018	A	1529	2018-07-07	Summer	On Break
31660	40350	UIC-Halsted	07/08/2018	U	1243	2018-07-08	Summer	On Break
31661	40350	UIC-Halsted	07/09/2018	W	3706	2018-07-09	Summer	On Break
31662	40350	UIC-Halsted	07/10/2018	W	3836	2018-07-10	Summer	On Break
31663	40350	UIC-Halsted	07/11/2018	W	4058	2018-07-11	Summer	On Break
31664	40350	UIC-Halsted	07/12/2018	W	3990	2018-07-12	Summer	On Break
31665	40350	UIC-Halsted	07/13/2018	W	3837	2018-07-13	Summer	On Break
31666	40350	UIC-Halsted	07/14/2018	A	1427	2018-07-14	Summer	On Break
31667	40350	UIC-Halsted	07/15/2018	U	1325	2018-07-15	Summer	On Break
31668	40350	UIC-Halsted	07/16/2018	W	3738	2018-07-16	Summer	On Break
31669	40350	UIC-Halsted	07/17/2018	W	3941	2018-07-17	Summer	On Break
31670	40350	UIC-Halsted	07/18/2018	W	3938	2018-07-18	Summer	On Break
31671	40350	UIC-Halsted	07/19/2018	W	3880	2018-07-19	Summer	On Break
31672	40350	UIC-Halsted	07/20/2018	W	3665	2018-07-20	Summer	On Break
31673	40350	UIC-Halsted	07/21/2018	A	1534	2018-07-21	Summer	On Break
31674	40350	UIC-Halsted	07/22/2018	U	1246	2018-07-22	Summer	On Break
31675	40350	UIC-Halsted	07/23/2018	W	3846	2018-07-23	Summer	On Break
31676	40350	UIC-Halsted	07/24/2018	W	4065	2018-07-24	Summer	On Break
31677	40350	UIC-Halsted	07/25/2018	W	4179	2018-07-25	Summer	On Break
31678	40350	UIC-Halsted	07/26/2018	W	3977	2018-07-26	Summer	On Break
31679	40350	UIC-Halsted	07/27/2018	W	3685	2018-07-27	Summer	On Break
31680	40350	UIC-Halsted	07/28/2018	A	1556	2018-07-28	Summer	On Break
31681	40350	UIC-Halsted	07/29/2018	U	1266	2018-07-29	Summer	On Break
31682	40350	UIC-Halsted	07/30/2018	W	3462	2018-07-30	Summer	On Break
31683	40350	UIC-Halsted	07/31/2018	W	3602	2018-07-31	Summer	On Break
36127	40350	UIC-Halsted	08/01/2018	W	3802	2018-08-01	Summer	On Break
36128	40350	UIC-Halsted	08/02/2018	W	3907	2018-08-02	Summer	On Break
36129	40350	UIC-Halsted	08/03/2018	W	3571	2018-08-03	Summer	On Break
36130	40350	UIC-Halsted	08/04/2018	A	1588	2018-08-04	Summer	On Break
36131	40350	UIC-Halsted	08/05/2018	U	1303	2018-08-05	Summer	On Break
36132	40350	UIC-Halsted	08/06/2018	W	3270	2018-08-06	Summer	On Break
36133	40350	UIC-Halsted	08/07/2018	W	3311	2018-08-07	Summer	On Break
36134	40350	UIC-Halsted	08/08/2018	W	3452	2018-08-08	Summer	On Break
36135	40350	UIC-Halsted	08/09/2018	W	3377	2018-08-09	Summer	On Break
36136	40350	UIC-Halsted	08/10/2018	W	3296	2018-08-10	Summer	On Break
36137	40350	UIC-Halsted	08/11/2018	A	1498	2018-08-11	Summer	On Break
36138	40350	UIC-Halsted	08/12/2018	U	1177	2018-08-12	Summer	On Break
36139	40350	UIC-Halsted	08/13/2018	W	3103	2018-08-13	Summer	On Break
36140	40350	UIC-Halsted	08/14/2018	W	3163	2018-08-14	Summer	On Break
36141	40350	UIC-Halsted	08/15/2018	W	3174	2018-08-15	Summer	On Break
36142	40350	UIC-Halsted	08/16/2018	W	3376	2018-08-16	Summer	On Break
36143	40350	UIC-Halsted	08/17/2018	W	3097	2018-08-17	Summer	On Break
36144	40350	UIC-Halsted	08/18/2018	A	1558	2018-08-18	Summer	On Break
36145	40350	UIC-Halsted	08/19/2018	U	1241	2018-08-19	Summer	On Break
36146	40350	UIC-Halsted	08/20/2018	W	3186	2018-08-20	Summer	On Break
36147	40350	UIC-Halsted	08/21/2018	W	3201	2018-08-21	Summer	On Break
36148	40350	UIC-Halsted	08/22/2018	W	3936	2018-08-22	Summer	On Break
36149	40350	UIC-Halsted	08/23/2018	W	4283	2018-08-23	Summer	On Break
36150	40350	UIC-Halsted	08/24/2018	W	4288	2018-08-24	Summer	On Break
36151	40350	UIC-Halsted	08/25/2018	A	3151	2018-08-25	Summer	On Break
36152	40350	UIC-Halsted	08/26/2018	U	2622	2018-08-26	Summer	On Break
36153	40350	UIC-Halsted	08/27/2018	W	8924	2018-08-27	Summer	On Break
36154	40350	UIC-Halsted	08/28/2018	W	8836	2018-08-28	Summer	On Break
36155	40350	UIC-Halsted	08/29/2018	W	9164	2018-08-29	Summer	On Break
36156	40350	UIC-Halsted	08/30/2018	W	9159	2018-08-30	Summer	On Break
36157	40350	UIC-Halsted	08/31/2018	W	8408	2018-08-31	Summer	On Break
40558	40350	UIC-Halsted	09/01/2018	A	1945	2018-09-01	Fall	In School
40559	40350	UIC-Halsted	09/02/2018	U	1736	2018-09-02	Fall	In School
40560	40350	UIC-Halsted	09/03/2018	U	1377	2018-09-03	Fall	In School
40561	40350	UIC-Halsted	09/04/2018	W	8778	2018-09-04	Fall	In School
40562	40350	UIC-Halsted	09/05/2018	W	9225	2018-09-05	Fall	In School
40563	40350	UIC-Halsted	09/06/2018	W	8984	2018-09-06	Fall	In School
40564	40350	UIC-Halsted	09/07/2018	W	8585	2018-09-07	Fall	In School
40565	40350	UIC-Halsted	09/08/2018	A	2515	2018-09-08	Fall	In School
40566	40350	UIC-Halsted	09/09/2018	U	1678	2018-09-09	Fall	In School
40567	40350	UIC-Halsted	09/10/2018	W	9097	2018-09-10	Fall	In School
40568	40350	UIC-Halsted	09/11/2018	W	9029	2018-09-11	Fall	In School
40569	40350	UIC-Halsted	09/12/2018	W	9375	2018-09-12	Fall	In School
40570	40350	UIC-Halsted	09/13/2018	W	9208	2018-09-13	Fall	In School
40571	40350	UIC-Halsted	09/14/2018	W	8983	2018-09-14	Fall	In School
40572	40350	UIC-Halsted	09/15/2018	A	2497	2018-09-15	Fall	In School
40573	40350	UIC-Halsted	09/16/2018	U	1647	2018-09-16	Fall	In School
40574	40350	UIC-Halsted	09/17/2018	W	9157	2018-09-17	Fall	In School
40575	40350	UIC-Halsted	09/18/2018	W	8905	2018-09-18	Fall	In School
40576	40350	UIC-Halsted	09/19/2018	W	9104	2018-09-19	Fall	In School
40577	40350	UIC-Halsted	09/20/2018	W	9067	2018-09-20	Fall	In School
40578	40350	UIC-Halsted	09/21/2018	W	8569	2018-09-21	Fall	In School
40579	40350	UIC-Halsted	09/22/2018	A	2868	2018-09-22	Fall	In School
40580	40350	UIC-Halsted	09/23/2018	U	1772	2018-09-23	Fall	In School
40581	40350	UIC-Halsted	09/24/2018	W	9155	2018-09-24	Fall	In School
40582	40350	UIC-Halsted	09/25/2018	W	9078	2018-09-25	Fall	In School
40583	40350	UIC-Halsted	09/26/2018	W	9270	2018-09-26	Fall	In School
40584	40350	UIC-Halsted	09/27/2018	W	9074	2018-09-27	Fall	In School
40585	40350	UIC-Halsted	09/28/2018	W	8655	2018-09-28	Fall	In School
40586	40350	UIC-Halsted	09/29/2018	A	2760	2018-09-29	Fall	In School
40587	40350	UIC-Halsted	09/30/2018	U	1826	2018-09-30	Fall	In School
44925	40350	UIC-Halsted	10/01/2018	W	9026	2018-10-01	Fall	In School
44926	40350	UIC-Halsted	10/02/2018	W	8966	2018-10-02	Fall	In School
44927	40350	UIC-Halsted	10/03/2018	W	9378	2018-10-03	Fall	In School
44928	40350	UIC-Halsted	10/04/2018	W	9041	2018-10-04	Fall	In School
44929	40350	UIC-Halsted	10/05/2018	W	8276	2018-10-05	Fall	In School
44930	40350	UIC-Halsted	10/06/2018	A	2495	2018-10-06	Fall	In School
44931	40350	UIC-Halsted	10/07/2018	U	7061	2018-10-07	Fall	In School
44932	40350	UIC-Halsted	10/08/2018	W	8455	2018-10-08	Fall	In School
44933	40350	UIC-Halsted	10/09/2018	W	9086	2018-10-09	Fall	In School
44934	40350	UIC-Halsted	10/10/2018	W	9080	2018-10-10	Fall	In School
44935	40350	UIC-Halsted	10/11/2018	W	8911	2018-10-11	Fall	In School
44936	40350	UIC-Halsted	10/12/2018	W	8549	2018-10-12	Fall	In School
44937	40350	UIC-Halsted	10/13/2018	A	2545	2018-10-13	Fall	In School
44938	40350	UIC-Halsted	10/14/2018	U	1890	2018-10-14	Fall	In School
44939	40350	UIC-Halsted	10/15/2018	W	8856	2018-10-15	Fall	In School
44940	40350	UIC-Halsted	10/16/2018	W	8949	2018-10-16	Fall	In School
44941	40350	UIC-Halsted	10/17/2018	W	9195	2018-10-17	Fall	In School
44942	40350	UIC-Halsted	10/18/2018	W	9206	2018-10-18	Fall	In School
44943	40350	UIC-Halsted	10/19/2018	W	8567	2018-10-19	Fall	In School
44944	40350	UIC-Halsted	10/20/2018	A	2642	2018-10-20	Fall	In School
44945	40350	UIC-Halsted	10/21/2018	U	1729	2018-10-21	Fall	In School
44946	40350	UIC-Halsted	10/22/2018	W	8787	2018-10-22	Fall	In School
44947	40350	UIC-Halsted	10/23/2018	W	8800	2018-10-23	Fall	In School
44948	40350	UIC-Halsted	10/24/2018	W	9000	2018-10-24	Fall	In School
44949	40350	UIC-Halsted	10/25/2018	W	8856	2018-10-25	Fall	In School
44950	40350	UIC-Halsted	10/26/2018	W	8505	2018-10-26	Fall	In School
44951	40350	UIC-Halsted	10/27/2018	A	2542	2018-10-27	Fall	In School
44952	40350	UIC-Halsted	10/28/2018	U	1578	2018-10-28	Fall	In School
44953	40350	UIC-Halsted	10/29/2018	W	8722	2018-10-29	Fall	In School
44954	40350	UIC-Halsted	10/30/2018	W	8703	2018-10-30	Fall	In School
44955	40350	UIC-Halsted	10/31/2018	W	8982	2018-10-31	Fall	In School
49269	40350	UIC-Halsted	11/01/2018	W	8727	2018-11-01	Fall	In School
49270	40350	UIC-Halsted	11/02/2018	W	8611	2018-11-02	Fall	In School
49271	40350	UIC-Halsted	11/03/2018	A	2494	2018-11-03	Fall	In School
49272	40350	UIC-Halsted	11/04/2018	U	1959	2018-11-04	Fall	In School
49273	40350	UIC-Halsted	11/05/2018	W	8815	2018-11-05	Fall	In School
49274	40350	UIC-Halsted	11/06/2018	W	8648	2018-11-06	Fall	In School
49275	40350	UIC-Halsted	11/07/2018	W	8913	2018-11-07	Fall	In School
49276	40350	UIC-Halsted	11/08/2018	W	8609	2018-11-08	Fall	In School
49277	40350	UIC-Halsted	11/09/2018	W	8131	2018-11-09	Fall	In School
49278	40350	UIC-Halsted	11/10/2018	A	2300	2018-11-10	Fall	In School
49279	40350	UIC-Halsted	11/11/2018	U	1581	2018-11-11	Fall	In School
49280	40350	UIC-Halsted	11/12/2018	W	8047	2018-11-12	Fall	In School
49281	40350	UIC-Halsted	11/13/2018	W	8482	2018-11-13	Fall	In School
49282	40350	UIC-Halsted	11/14/2018	W	8784	2018-11-14	Fall	In School
49283	40350	UIC-Halsted	11/15/2018	W	8483	2018-11-15	Fall	In School
49284	40350	UIC-Halsted	11/16/2018	W	8464	2018-11-16	Fall	In School
49285	40350	UIC-Halsted	11/17/2018	A	2759	2018-11-17	Fall	In School
49286	40350	UIC-Halsted	11/18/2018	U	1789	2018-11-18	Fall	In School
49287	40350	UIC-Halsted	11/19/2018	W	8342	2018-11-19	Fall	In School
49288	40350	UIC-Halsted	11/20/2018	W	8037	2018-11-20	Fall	In School
49289	40350	UIC-Halsted	11/21/2018	W	6752	2018-11-21	Fall	In School
49290	40350	UIC-Halsted	11/22/2018	U	1170	2018-11-22	Fall	In School
49291	40350	UIC-Halsted	11/23/2018	W	1520	2018-11-23	Fall	In School
49292	40350	UIC-Halsted	11/24/2018	A	1433	2018-11-24	Fall	In School
49293	40350	UIC-Halsted	11/25/2018	U	1219	2018-11-25	Fall	In School
49294	40350	UIC-Halsted	11/26/2018	W	6709	2018-11-26	Fall	In School
49295	40350	UIC-Halsted	11/27/2018	W	8184	2018-11-27	Fall	In School
49296	40350	UIC-Halsted	11/28/2018	W	8641	2018-11-28	Fall	In School
49297	40350	UIC-Halsted	11/29/2018	W	8591	2018-11-29	Fall	In School
49298	40350	UIC-Halsted	11/30/2018	W	8192	2018-11-30	Fall	In School
53646	40350	UIC-Halsted	12/01/2018	A	2154	2018-12-01	Winter	On Break
53647	40350	UIC-Halsted	12/02/2018	U	1472	2018-12-02	Winter	On Break
53648	40350	UIC-Halsted	12/03/2018	W	8319	2018-12-03	Winter	On Break
53649	40350	UIC-Halsted	12/04/2018	W	8128	2018-12-04	Winter	On Break
53650	40350	UIC-Halsted	12/05/2018	W	8326	2018-12-05	Winter	On Break
53651	40350	UIC-Halsted	12/06/2018	W	7993	2018-12-06	Winter	On Break
53652	40350	UIC-Halsted	12/07/2018	W	7729	2018-12-07	Winter	On Break
53653	40350	UIC-Halsted	12/08/2018	A	2153	2018-12-08	Winter	On Break
53654	40350	UIC-Halsted	12/09/2018	U	1491	2018-12-09	Winter	On Break
53655	40350	UIC-Halsted	12/10/2018	W	6098	2018-12-10	Winter	On Break
53656	40350	UIC-Halsted	12/11/2018	W	6143	2018-12-11	Winter	On Break
53657	40350	UIC-Halsted	12/12/2018	W	5932	2018-12-12	Winter	On Break
53658	40350	UIC-Halsted	12/13/2018	W	5912	2018-12-13	Winter	On Break
53659	40350	UIC-Halsted	12/14/2018	W	5449	2018-12-14	Winter	On Break
53660	40350	UIC-Halsted	12/15/2018	A	2008	2018-12-15	Winter	On Break
53661	40350	UIC-Halsted	12/16/2018	U	1426	2018-12-16	Winter	On Break
53662	40350	UIC-Halsted	12/17/2018	W	3409	2018-12-17	Winter	On Break
53663	40350	UIC-Halsted	12/18/2018	W	3473	2018-12-18	Winter	On Break
53664	40350	UIC-Halsted	12/19/2018	W	3292	2018-12-19	Winter	On Break
53665	40350	UIC-Halsted	12/20/2018	W	3009	2018-12-20	Winter	On Break
53666	40350	UIC-Halsted	12/21/2018	W	2701	2018-12-21	Winter	On Break
53667	40350	UIC-Halsted	12/22/2018	A	1192	2018-12-22	Winter	On Break
53668	40350	UIC-Halsted	12/23/2018	U	961	2018-12-23	Winter	On Break
53669	40350	UIC-Halsted	12/24/2018	W	907	2018-12-24	Winter	On Break
53670	40350	UIC-Halsted	12/25/2018	U	413	2018-12-25	Winter	On Break
53671	40350	UIC-Halsted	12/26/2018	W	1410	2018-12-26	Winter	On Break
53672	40350	UIC-Halsted	12/27/2018	W	1595	2018-12-27	Winter	On Break
53673	40350	UIC-Halsted	12/28/2018	W	1664	2018-12-28	Winter	On Break
53674	40350	UIC-Halsted	12/29/2018	A	988	2018-12-29	Winter	On Break
53675	40350	UIC-Halsted	12/30/2018	U	878	2018-12-30	Winter	On Break
53676	40350	UIC-Halsted	12/31/2018	W	1266	2018-12-31	Winter	On Break
58123	40350	UIC-Halsted	01/01/2019	U	981	2019-01-01	Winter	In School
58124	40350	UIC-Halsted	01/02/2019	W	2376	2019-01-02	Winter	In School
58125	40350	UIC-Halsted	01/03/2019	W	2495	2019-01-03	Winter	In School
58126	40350	UIC-Halsted	01/04/2019	W	2496	2019-01-04	Winter	In School
58127	40350	UIC-Halsted	01/05/2019	A	1209	2019-01-05	Winter	In School
58128	40350	UIC-Halsted	01/06/2019	U	925	2019-01-06	Winter	In School
58129	40350	UIC-Halsted	01/07/2019	W	3029	2019-01-07	Winter	In School
58130	40350	UIC-Halsted	01/08/2019	W	3057	2019-01-08	Winter	In School
58131	40350	UIC-Halsted	01/09/2019	W	3180	2019-01-09	Winter	In School
58132	40350	UIC-Halsted	01/10/2019	W	3282	2019-01-10	Winter	In School
58133	40350	UIC-Halsted	01/11/2019	W	3270	2019-01-11	Winter	In School
58134	40350	UIC-Halsted	01/12/2019	A	1361	2019-01-12	Winter	In School
58135	40350	UIC-Halsted	01/13/2019	U	1270	2019-01-13	Winter	In School
58136	40350	UIC-Halsted	01/14/2019	W	8054	2019-01-14	Winter	In School
58137	40350	UIC-Halsted	01/15/2019	W	7774	2019-01-15	Winter	In School
58138	40350	UIC-Halsted	01/16/2019	W	8081	2019-01-16	Winter	In School
58139	40350	UIC-Halsted	01/17/2019	W	7757	2019-01-17	Winter	In School
58140	40350	UIC-Halsted	01/18/2019	W	7392	2019-01-18	Winter	In School
58141	40350	UIC-Halsted	01/19/2019	A	1489	2019-01-19	Winter	In School
58142	40350	UIC-Halsted	01/20/2019	U	1192	2019-01-20	Winter	In School
58143	40350	UIC-Halsted	01/21/2019	W	1991	2019-01-21	Winter	In School
58144	40350	UIC-Halsted	01/22/2019	W	7642	2019-01-22	Winter	In School
58145	40350	UIC-Halsted	01/23/2019	W	8070	2019-01-23	Winter	In School
58146	40350	UIC-Halsted	01/24/2019	W	7657	2019-01-24	Winter	In School
58147	40350	UIC-Halsted	01/25/2019	W	6371	2019-01-25	Winter	In School
58148	40350	UIC-Halsted	01/26/2019	A	1633	2019-01-26	Winter	In School
58149	40350	UIC-Halsted	01/27/2019	U	1142	2019-01-27	Winter	In School
58150	40350	UIC-Halsted	01/28/2019	W	7244	2019-01-28	Winter	In School
58151	40350	UIC-Halsted	01/29/2019	W	6160	2019-01-29	Winter	In School
58152	40350	UIC-Halsted	01/30/2019	W	395	2019-01-30	Winter	In School
58153	40350	UIC-Halsted	01/31/2019	W	1025	2019-01-31	Winter	In School
62474	40350	UIC-Halsted	02/01/2019	W	6994	2019-02-01	Winter	In School
62475	40350	UIC-Halsted	02/02/2019	A	1977	2019-02-02	Winter	In School
62476	40350	UIC-Halsted	02/03/2019	U	1443	2019-02-03	Winter	In School
62477	40350	UIC-Halsted	02/04/2019	W	7998	2019-02-04	Winter	In School
62478	40350	UIC-Halsted	02/05/2019	W	7864	2019-02-05	Winter	In School
62479	40350	UIC-Halsted	02/06/2019	W	7972	2019-02-06	Winter	In School
62480	40350	UIC-Halsted	02/07/2019	W	7851	2019-02-07	Winter	In School
62481	40350	UIC-Halsted	02/08/2019	W	6990	2019-02-08	Winter	In School
62482	40350	UIC-Halsted	02/09/2019	A	1788	2019-02-09	Winter	In School
62483	40350	UIC-Halsted	02/10/2019	U	1254	2019-02-10	Winter	In School
62484	40350	UIC-Halsted	02/11/2019	W	7779	2019-02-11	Winter	In School
62485	40350	UIC-Halsted	02/12/2019	W	7610	2019-02-12	Winter	In School
62486	40350	UIC-Halsted	02/13/2019	W	8031	2019-02-13	Winter	In School
62487	40350	UIC-Halsted	02/14/2019	W	7890	2019-02-14	Winter	In School
62488	40350	UIC-Halsted	02/15/2019	W	7138	2019-02-15	Winter	In School
62489	40350	UIC-Halsted	02/16/2019	A	1940	2019-02-16	Winter	In School
62490	40350	UIC-Halsted	02/17/2019	U	1248	2019-02-17	Winter	In School
62491	40350	UIC-Halsted	02/18/2019	W	6864	2019-02-18	Winter	In School
62492	40350	UIC-Halsted	02/19/2019	W	7664	2019-02-19	Winter	In School
62493	40350	UIC-Halsted	02/20/2019	W	7889	2019-02-20	Winter	In School
62494	40350	UIC-Halsted	02/21/2019	W	7641	2019-02-21	Winter	In School
62495	40350	UIC-Halsted	02/22/2019	W	7234	2019-02-22	Winter	In School
62496	40350	UIC-Halsted	02/23/2019	A	1815	2019-02-23	Winter	In School
62497	40350	UIC-Halsted	02/24/2019	U	1228	2019-02-24	Winter	In School
62498	40350	UIC-Halsted	02/25/2019	W	7406	2019-02-25	Winter	In School
62499	40350	UIC-Halsted	02/26/2019	W	7239	2019-02-26	Winter	In School
62500	40350	UIC-Halsted	02/27/2019	W	7632	2019-02-27	Winter	In School
62501	40350	UIC-Halsted	02/28/2019	W	7426	2019-02-28	Winter	In School
66574	40350	UIC-Halsted	03/01/2019	W	7127	2019-03-01	Spring	In School
66575	40350	UIC-Halsted	03/02/2019	A	1831	2019-03-02	Spring	In School
66576	40350	UIC-Halsted	03/03/2019	U	1260	2019-03-03	Spring	In School
66577	40350	UIC-Halsted	03/04/2019	W	6993	2019-03-04	Spring	In School
66578	40350	UIC-Halsted	03/05/2019	W	7212	2019-03-05	Spring	In School
66579	40350	UIC-Halsted	03/06/2019	W	7543	2019-03-06	Spring	In School
66580	40350	UIC-Halsted	03/07/2019	W	7416	2019-03-07	Spring	In School
66581	40350	UIC-Halsted	03/08/2019	W	7018	2019-03-08	Spring	In School
66582	40350	UIC-Halsted	03/09/2019	A	1754	2019-03-09	Spring	In School
66583	40350	UIC-Halsted	03/10/2019	U	1296	2019-03-10	Spring	In School
66584	40350	UIC-Halsted	03/11/2019	W	7410	2019-03-11	Spring	In School
66585	40350	UIC-Halsted	03/12/2019	W	7638	2019-03-12	Spring	In School
66586	40350	UIC-Halsted	03/13/2019	W	7880	2019-03-13	Spring	In School
66587	40350	UIC-Halsted	03/14/2019	W	7485	2019-03-14	Spring	In School
66588	40350	UIC-Halsted	03/15/2019	W	7301	2019-03-15	Spring	In School
66589	40350	UIC-Halsted	03/16/2019	A	3527	2019-03-16	Spring	In School
66590	40350	UIC-Halsted	03/17/2019	U	1573	2019-03-17	Spring	In School
66591	40350	UIC-Halsted	03/18/2019	W	7530	2019-03-18	Spring	In School
66592	40350	UIC-Halsted	03/19/2019	W	6897	2019-03-19	Spring	In School
66593	40350	UIC-Halsted	03/20/2019	W	7190	2019-03-20	Spring	In School
66594	40350	UIC-Halsted	03/21/2019	W	6617	2019-03-21	Spring	In School
66595	40350	UIC-Halsted	03/22/2019	W	6175	2019-03-22	Spring	In School
66596	40350	UIC-Halsted	03/23/2019	A	1984	2019-03-23	Spring	In School
66597	40350	UIC-Halsted	03/24/2019	U	1375	2019-03-24	Spring	In School
66598	40350	UIC-Halsted	03/25/2019	W	3142	2019-03-25	Spring	In School
66599	40350	UIC-Halsted	03/26/2019	W	3268	2019-03-26	Spring	In School
66600	40350	UIC-Halsted	03/27/2019	W	3399	2019-03-27	Spring	In School
66601	40350	UIC-Halsted	03/28/2019	W	3257	2019-03-28	Spring	In School
66602	40350	UIC-Halsted	03/29/2019	W	3107	2019-03-29	Spring	In School
66603	40350	UIC-Halsted	03/30/2019	A	1561	2019-03-30	Spring	In School
66604	40350	UIC-Halsted	03/31/2019	U	1153	2019-03-31	Spring	In School
